"","Date","The_Big_Bang_Theory_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","Liste_des_épisodes_de_The_Big_Bang_Theory_fr.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_spider","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_spider","List_of_The_Big_Bang_Theory_episodes_en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_spider","The_Big_Bang_Theory_fr.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_es.wikipedia.org_desktop_all.agents","The_Big_Bang_Theory_en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_.season_9._en.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_mobile.web_all.agents","The_Big_Bang_Theory_fr.wikipedia.org_all.access_spider","The_Big_Bang_Theory_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory.Episodenliste_de.wikipedia.org_all.access_all.agents","The_Big_Bang_Theory_es.wikipedia.org_all.access_spider"
"308",2016-05-02,"19327","  989","  347","10714","10052"," 1492","  411","   81","  117","13413","14622","   45","   18","  474"," 3104"," 1019"," 1220"," 8207"," 4402"," 2612"," 1369"," 4583","  949","    9"," 7981"," 2050","   32"
"309",2016-05-03,"18270","  872","  319","10208"," 9686"," 1395","  317","  118","   80","11962","14020","   21","    7","  492"," 2700","  842"," 1186"," 7722"," 4132"," 2420"," 1210"," 2403","  490","   10"," 5360"," 1379","    9"
"310",2016-05-04,"15258","  870","  333"," 8820"," 8591"," 1306","  333","  107","  140","10486","12257","    8","    7","  406"," 2108","  751"," 1192"," 6164"," 3485"," 2476"," 1263"," 2292","  374","    8"," 4637"," 1171","    5"
"311",2016-05-05,"18331"," 1013","  388","10200","10661"," 1539","  227","  105","   86","13193","15751","   14","   10","  490"," 2711","  952"," 1325"," 7766"," 4775"," 3073"," 1701"," 3101","  599","   12"," 6172"," 1628","   25"
"312",2016-05-06,"21256"," 1209","  543","12925","16585"," 1773","  166","  186","  274","21132","23051","   33","    9","  522"," 2475","  887"," 1583"," 7968"," 6040"," 3274"," 1653"," 2554","  470","   24"," 5359"," 1430","   33"
"313",2016-05-07,"16361"," 1323","  445"," 9171","10737"," 2635","  212","  108","  100","13787","15512","   50","   11"," 1232"," 1758","  648"," 1234"," 6860"," 4459"," 2802"," 1543"," 2414","  382","   16"," 4444"," 1078","   20"
"314",2016-05-08,"17802"," 1161","  531"," 9394"," 9922"," 1956","  132","  112","   80","13139","14792","   23","    8","  747"," 1602","  789"," 1378"," 7995"," 4608"," 3277"," 1853"," 1817","  332","   11"," 3610"," 1178","   22"
"315",2016-05-09,"18038"," 1017","  403","10398"," 9868"," 1609","  193","  112","  102","12505","14290","   51","   16","  560"," 3795"," 1219"," 1470"," 7276"," 4189"," 2793"," 1289"," 4870"," 1263","    7"," 9157"," 2618","   13"
"316",2016-05-10,"20223"," 1066","  372","11769","10155"," 1646","  173","  124","  104","12635","14769","   38","   14","  552"," 3173"," 1101"," 1313"," 8062"," 4374"," 2518"," 1183"," 2801","  835","   18"," 6304"," 2034","   42"
"317",2016-05-11,"18097"," 1061","  372","10454"," 9582"," 1640","  218","  159","   83","12061","13959","   27","   13","  542"," 2583","  951"," 1312"," 7299"," 4146"," 2632"," 1274"," 2618","  689","   16"," 5473"," 1704","   49"
"318",2016-05-12,"20310"," 1056","  363","11763","10963"," 1579","   97","  139","   79","13971","16308","   32","   11","  492"," 2171","  812"," 1381"," 8181"," 5063"," 3157"," 1725"," 2081","  516","   25"," 4476"," 1380","   26"
"319",2016-05-13,"32697"," 1785","  797","20440","24844"," 2496","  197","  193","  322","33601","35033","   36","   16","  661"," 2235"," 1077"," 1665","11642"," 9468"," 3264"," 1549"," 1906","  448","   36"," 4345"," 1590","   17"
"320",2016-05-14,"23171"," 1889","  638","13197","14673"," 3518","  131","  106","  137","19973","21438","   18","    9"," 1542"," 1715","  715"," 1247"," 9447"," 6354"," 2918"," 1631"," 1963","  370","   34"," 3888"," 1124","    6"
"321",2016-05-15,"23621"," 1354","  553","12728","12424"," 2205","  301","  110","  102","17483","18573","   15","    6","  802"," 1611","  835"," 1366","10368"," 5773"," 3203"," 1799"," 1850","  456","   24"," 3678"," 1348","   20"
"322",2016-05-16,"21473"," 1428","  542","12494","11677"," 2318","  186","  115","  110","15254","16761","   14","    5","  839"," 1844","  941"," 1501"," 8576"," 4796"," 3083"," 1549"," 2107","  508","    5"," 4164"," 1506","   14"
"323",2016-05-17,"20664"," 1242","  460","12116","10495"," 1816","  140","  107","   95","14049","15504","   14","    7","  535"," 2146","  841"," 1454"," 8125"," 4722"," 2973"," 1480"," 1921","  385","   13"," 4252"," 1256","   16"
"324",2016-05-18,"19654"," 1284","  465","11393"," 9541"," 1864","  226","  113","   73","13093","14434","   15","    7","  550"," 1991","  783"," 1507"," 7861"," 4642"," 3067"," 1530"," 1866","  353","    7"," 4066"," 1172","    7"
"325",2016-05-19,"20712"," 1031","  378","11815","10006"," 1613","  172","  129","   75","14064","15130","   16","    6","  530"," 2019","  724"," 1531"," 8393"," 4855"," 3758"," 2177"," 1811","  382","    7"," 4010"," 1140","   23"
"326",2016-05-20,"27380"," 1228","  450","16539","16157"," 1768","  137","  142","   91","24299","23389","   36","   11","  506"," 2076","  886"," 1723","10242"," 6848"," 3908"," 2139"," 1870","  357","    3"," 4154"," 1288","   11"
"327",2016-05-21,"20227"," 1624","  483","11365","10833"," 3012","  155","  172","  144","15628","16123","   13","    6"," 1317"," 1615","  645"," 1555"," 8382"," 4982"," 3629"," 2033"," 1745","  302","    7"," 3571"," 1004","   16"
"328",2016-05-22,"20049"," 1462","  511","10982"," 9909"," 2382","  142","  102","   69","14199","15027","   27","   10","  865"," 1702","  762"," 1444"," 8555"," 4834"," 3580"," 2104"," 1691","  361","   23"," 3652"," 1169","    5"
"329",2016-05-23,"18283"," 1113","  384","10581"," 8664"," 1671","  111","  109","   51","11944","12877","   21","   11","  515"," 2763"," 1026"," 1506"," 7317"," 4010"," 2902"," 1374"," 3873","  621","    9"," 7055"," 1720","    8"
"330",2016-05-24,"17125"," 1021","  383","10046"," 7959"," 1606","  140","  107","   53","10997","12148","   15","   21","  556"," 2733","  910"," 1629"," 6739"," 4033"," 2967"," 1309"," 2130","  415","    9"," 5059"," 1390","   13"
"331",2016-05-25,"15550","  983","  311"," 9162"," 7216"," 1518","  102","  123","   38","10097","10827","   15","    5","  508"," 2030","  733"," 1479"," 6087"," 3440"," 2769"," 1255"," 1841","  332","   10"," 4057"," 1131","   40"
"332",2016-05-26,"17220","  905","  282"," 9694"," 7560"," 1479","   97","  103","   75","10681","11782","    8","    3","  543"," 1740","  752"," 1609"," 7147"," 4048"," 3338"," 1683"," 2102","  380","    4"," 4040"," 1179","   18"
"333",2016-05-27,"17623","  859","  273","10103"," 8297"," 1433","  197","  125","   41","12098","13011","   12","   25","  549"," 1942","  648"," 1365"," 7123"," 4477"," 2711"," 1320"," 1840","  321","    8"," 3966"," 1019","   10"
"334",2016-05-28,"14798"," 1328","  356"," 7906"," 6580"," 2722","  200","  106","   42"," 9510","10226","   34","   10"," 1329"," 1437","  545"," 1326"," 6531"," 3460"," 3258"," 1882"," 1853","  316","   13"," 3508","  928","   19"
"335",2016-05-29,"15587"," 1206","  454"," 8221"," 7108"," 1990","  133","   96","   35"," 9950","10775","   18","    6","  741"," 1850","  795"," 1641"," 6999"," 3492"," 4207"," 2486"," 1790","  406","    8"," 3838"," 1265","   19"
"336",2016-05-30,"18116"," 1058","  352"," 9221"," 6697"," 1681","  128","   98","   38","10080","10506","   55","    7","  595"," 3028"," 1045"," 1602"," 8437"," 3635"," 3073"," 1445"," 3855","  649","    6"," 7295"," 1792","   14"
"337",2016-05-31,"16035","  981","  292"," 8902"," 6356"," 1561","  135","   97","   40"," 8636"," 9587","   31","   13","  551"," 2342","  807"," 1534"," 6763"," 3044"," 2895"," 1332"," 1973","  365","    7"," 4505"," 1233","   10"
"338",2016-06-01,"17575"," 1054","  362"," 9922"," 6392"," 1615","  163","  119","   49"," 9090"," 9870","   27","    7","  528"," 2299","  724"," 1503"," 7271"," 3300"," 3082"," 1546"," 1789","  342","   15"," 4284"," 1109","   22"
"339",2016-06-02,"19933","  899","  276"," 9992"," 6134"," 1424","  150","   80","   35"," 9159","10274","   18","    5","  506"," 3064","  748"," 1440"," 9467"," 3945"," 3120"," 1649"," 2074","  379","   51"," 5347"," 1174","   24"
"340",2016-06-03,"17115","  754","  251"," 9381"," 5945"," 1212","  209","   99","   40"," 9259"," 9889","   23","    6","  429"," 2228","  643"," 1335"," 7366"," 3782"," 2918"," 1543"," 2019","  305","    6"," 4449"," 1006","    9"
"341",2016-06-04,"14859"," 1293","  306"," 7378"," 5190"," 2621","  118","  103","   58"," 7880"," 8391","   13","   13"," 1271"," 1547","  548"," 1131"," 7079"," 3040"," 2730"," 1561"," 1991","  340","   22"," 3750","  934","    8"
"342",2016-06-05,"15384","  972","  293"," 7459"," 6913"," 1708","  152","  149","   58"," 8500","10258","   22","    3","  699"," 1590","  674"," 1158"," 7516"," 3179"," 3038"," 1840"," 1827","  399","    4"," 3616"," 1133","   22"
"343",2016-06-06,"15158","  914","  287"," 7995"," 4877"," 1485","  148","  100","   51"," 7629"," 7791","   19","    6","  535"," 2892","  797"," 1188"," 6814"," 2780"," 2442"," 1232"," 4351","  596","   12"," 7697"," 1513","    9"
"344",2016-06-07,"13765","  944","  297"," 7552"," 4684"," 1471","  135","  101","   35"," 6756"," 7370","   19","    9","  496"," 2429","  671"," 1211"," 5964"," 2595"," 2268"," 1029"," 2135","  336","   10"," 4732"," 1051","    4"
"345",2016-06-08,"14017","  847","  251"," 7435"," 4287"," 1315","  165","   87","   79"," 6474"," 6829","   14","    7","  444"," 2265","  613"," 1081"," 6292"," 2417"," 2232"," 1135"," 2203","  298","   13"," 4705","  934","    8"
"346",2016-06-09,"14763","  769","  238"," 7611"," 4437"," 1189","  162","  105","   80"," 6645"," 7360","   35","    9","  401"," 2092","  575"," 1061"," 6825"," 2790"," 2459"," 1363"," 1829","  269","   34"," 4095","  864","   17"
"347",2016-06-10,"14387","  607","  185"," 7112"," 4107","  990","  125","   93","   23"," 6350"," 6803","   22","    1","  362"," 1502","  438"," 1031"," 6944"," 2567"," 2433"," 1370"," 1597","  217","   17"," 3267","  671","    7"
"348",2016-06-11,"13246"," 1216","  296"," 6451"," 3940"," 2719","  152","   93","   41"," 6387"," 6585","   19","    5"," 1427"," 1614","  530","  951"," 6465"," 2513"," 2342"," 1356"," 2148","  413","   11"," 4034","  989","   11"
"349",2016-06-12,"14192","  990","  338"," 6724"," 4134"," 1659","  147","  123","   31"," 6796"," 6715","   19","    7","  631"," 1360","  524"," 1059"," 7070"," 2475"," 2397"," 1313"," 1921","  372","   29"," 3471","  936","   14"
"350",2016-06-13,"15087","  835","  232"," 7856"," 3697"," 1323","  117","  150","   18"," 6055"," 5751","   16","    4","  465"," 2471","  666"," 1157"," 6979"," 1992"," 2351"," 1166"," 2974","  424","    6"," 5740"," 1138","    8"
"351",2016-06-14,"17630","  833","  247"," 9515"," 3608"," 1240","  121","  126","   29"," 5861"," 5658","   14","    6","  391"," 2763","  633"," 1033"," 7843"," 1962"," 2152"," 1092"," 2320","  309","   22"," 5313","  971","    6"
"352",2016-06-15,"18659","  814","  227"," 9870"," 3633"," 1318","  142","  119","   46"," 5988"," 5772","   12","    5","  481"," 1874","  553"," 1225"," 8499"," 2045"," 2442"," 1199"," 1719","  276","    9"," 3746","  864","   26"
"353",2016-06-16,"19778","  892","  199","10089"," 3764"," 1350","  125","  111","   30"," 6612"," 6828","   14","    4","  439"," 1847","  507"," 1380"," 9292"," 2906"," 3132"," 1711"," 1562","  213","   34"," 3551","  735","   22"
"354",2016-06-17,"17767","  947","  217"," 8600"," 3719"," 1459","  134","  123","   26"," 6551"," 6440","   21","    5","  488"," 1742","  489"," 1101"," 8694"," 2586"," 2451"," 1324"," 1745","  276","  210"," 3631","  785","   13"
"355",2016-06-18,"16219"," 1295","  297"," 8243"," 3352"," 2770","  145","  117","   25"," 5913"," 5482","   16","    6"," 1400"," 1624","  515","  945"," 7594"," 2026"," 2259"," 1282"," 1864","  281","   13"," 3679","  825","   20"
"356",2016-06-19,"19293","  893","  291"," 9544"," 3731"," 1535","   93","  108","   25"," 6543"," 6414","   28","    7","  615"," 1670","  663"," 1063"," 9357"," 2533"," 2766"," 1663"," 1930","  375","    6"," 3809"," 1077","   11"
"357",2016-06-20,"18462","  882","  212"," 9897"," 3266"," 1353","  117","  135","   64"," 5703"," 5218","   26","    8","  442"," 2694","  678"," 1722"," 8263"," 1882"," 3310"," 1559"," 3651","  477","   21"," 6707"," 1219","   11"
"358",2016-06-21,"17380","  832","  229"," 9296"," 3095"," 1346","  205","  212","   25"," 5397"," 4901","   15","   11","  485"," 2449","  533"," 2067"," 7844"," 1716"," 3684"," 1596"," 2035","  303","    7"," 4669","  868","   13"
"359",2016-06-22,"17545","  815","  187"," 9197"," 2814"," 1283","  113","  159","   19"," 5468"," 4708","   18","    4","  432"," 1870","  481"," 1570"," 8043"," 1817"," 3012"," 1418"," 1826","  253","   10"," 3854","  763","   18"
"360",2016-06-23,"19628","  902","  215","10690"," 3253"," 1431","  118","  135","   46"," 6059"," 6034","   22","    1","  500"," 2166","  542"," 1197"," 8581"," 2664"," 2901"," 1675"," 1829","  239","   36"," 4237","  812","   16"
"361",2016-06-24,"14575","  609","  224"," 7403"," 2934"," 1061","  108","  105","   30"," 5223"," 5015","   15","    6","  429"," 1818","  479"," 1269"," 6860"," 1997"," 2867"," 1567"," 2089","  271","   11"," 4101","  794","   14"
"362",2016-06-25,"16010"," 1124","  308"," 7890"," 2787"," 2497","  105","  122","   27"," 5564"," 4875","   16","   11"," 1309"," 1686","  484"," 1068"," 7743"," 1991"," 2358"," 1259"," 2216","  299","   15"," 4160","  817","    6"
"363",2016-06-26,"16961","  792","  264"," 8381"," 2965"," 1375","   86","  183","   22"," 6684"," 5096","    6","    3","  553"," 1419","  488"," 1069"," 8199"," 2030"," 2678"," 1570"," 2128","  322","   10"," 3752","  845","   34"
"364",2016-06-27,"16157","  774","  230"," 8828"," 2700"," 1258","   95","  140","   19"," 5161"," 4325","   15","    5","  466"," 2634","  640"," 1062"," 7051"," 1555"," 2397"," 1313"," 4096","  600","    3"," 7122"," 1294","    6"
"365",2016-06-28,"16325"," 1077","  488"," 8711"," 2895"," 1650","   91","  126","   21"," 5288"," 4520","   15","    5","  542"," 2470","  675"," 1221"," 7366"," 1544"," 2510"," 1259"," 2426","  501","   14"," 5134"," 1241","    6"
"366",2016-06-29,"16237"," 1034","  428"," 8509"," 2973"," 1558","  115","  139","   17"," 5862"," 4813","   14","    6","  499"," 2106","  641"," 1289"," 7401"," 1753"," 2602"," 1272"," 2078","  437","    9"," 4357"," 1122","   11"
"367",2016-06-30,"16049"," 1017","  421"," 7791"," 2822"," 1563","  100","  118","   17"," 5715"," 5197","   57","    4","  510"," 2005","  511"," 1226"," 7919"," 2280"," 3170"," 1904"," 2063","  419","   30"," 4280","  985","   25"
"368",2016-07-01,"13967"," 1064","  403"," 7087"," 2538"," 1586","  101","   93","   74"," 4995"," 4344","   26","    6","  491"," 1872","  525"," 1213"," 6599"," 1732"," 2819"," 1571"," 1838","  342","   19"," 3892","  916","   21"
"369",2016-07-02,"12982"," 1261","  409"," 6316"," 2391"," 2546","   98","   67","   25"," 4807"," 4098","   16","    4"," 1231"," 1286","  457","  896"," 6400"," 1628"," 2079"," 1153"," 1839","  334","   19"," 3322","  816","   11"
"370",2016-07-03,"15067","  924","  352"," 7377"," 2549"," 1563","  136","  102","   21"," 5328"," 4356","   18","    5","  599"," 1539","  571"," 1102"," 7356"," 1738"," 2737"," 1586"," 1746","  362","   12"," 3469","  976","   11"
"371",2016-07-04,"16384"," 1085","  430"," 8173"," 2727"," 1694","   87","  143","   14"," 5186"," 4401","   26","    6","  573"," 3469","  860"," 1208"," 7894"," 1608"," 2763"," 1518"," 5386","  861","   17"," 9436"," 1837","   26"
"372",2016-07-05,"13998"," 1067","  451"," 7384"," 2633"," 1690","  109","   92","   21"," 5128"," 4238","   20","    9","  601"," 3051","  829"," 1213"," 6348"," 1548"," 2646"," 1403"," 2877","  595","   10"," 6185"," 1480","   13"
"373",2016-07-06,"16197","  902","  350"," 8228"," 2402"," 1433","  134","   84","   20"," 5062"," 3948","   34","   12","  505"," 2994","  763"," 1162"," 7638"," 1494"," 2815"," 1628"," 2882","  830","   11"," 6171"," 1662","   24"
"374",2016-07-07,"15270","  980","  427"," 7460"," 2354"," 1563","  108","   70","   21"," 4651"," 3975","   17","   10","  556"," 2840","  631"," 1157"," 7501"," 1559"," 2842"," 1655"," 2271","  546","   28"," 5316"," 1229","   28"
"375",2016-07-08,"13109","  940","  425"," 6530"," 2275"," 1548","  121","  101","   19"," 4691"," 3863","   52","    7","  570"," 2061","  588"," 1246"," 6314"," 1515"," 3103"," 1810"," 1931","  326","   25"," 4190","  951","   23"
"376",2016-07-09,"12436"," 1262","  461"," 5861"," 2169"," 2647","  111","   62","   24"," 4383"," 3630","   36","    4"," 1327"," 1571","  546","  915"," 6286"," 1402"," 2535"," 1576"," 2196","  312","   14"," 3995","  902","   31"
"377",2016-07-10,"12952","  792","  353"," 5788"," 2145"," 1386","   76","   73","   18"," 4657"," 3748","   14","    6","  559"," 1389","  523","  871"," 6860"," 1541"," 2365"," 1461"," 1699","  314","    5"," 3262","  866","   19"
"378",2016-07-11,"13754"," 1219","  468"," 7076"," 2387"," 1973","  138","   97","   18"," 4715"," 3945","   25","    6","  702"," 2661","  770"," 1033"," 6419"," 1493"," 2429"," 1381"," 3552","  600","    9"," 6579"," 1458","   13"
"379",2016-07-12,"12874"," 1245","  521"," 6763"," 2248"," 2070","  153","  123","   17"," 4468"," 3653","    8","   14","  770"," 2579","  710"," 1234"," 5865"," 1359"," 2757"," 1501"," 1987","  457","   28"," 4758"," 1211","   16"
"380",2016-07-13,"13425"," 1206","  508"," 6865"," 2141"," 1936","   86","   74","   29"," 4685"," 3544","   22","    6","  681"," 2203","  667"," 1221"," 6296"," 1360"," 2862"," 1616"," 2013","  363","   20"," 4420"," 1060","   17"
"381",2016-07-14,"13878"," 1287","  620"," 6895"," 2089"," 2115","   99","   99","   19"," 4682"," 3533","   52","   19","  773"," 2230","  572"," 1141"," 6713"," 1385"," 3074"," 1893"," 1895","  312","   61"," 4303","  911","   16"
"382",2016-07-15,"13307","  963","  581"," 6683"," 2096"," 1687","   61","   74","   27"," 4541"," 3623","   76","   22","  685"," 1753","  488"," 1045"," 6349"," 1454"," 2868"," 1792"," 1842","  340","   38"," 3757","  860","   25"
"383",2016-07-16,"12328"," 1289","  490"," 5619"," 1933"," 2681","   91","   78","   16"," 4211"," 3403","   55","   16"," 1332"," 1383","  468","  936"," 6452"," 1408"," 2239"," 1274"," 1891","  304","   34"," 3480","  808","   21"
"384",2016-07-17,"13867"," 1062","  368"," 6436"," 2145"," 1766","   98","   74","   29"," 4798"," 3657","   44","   21","  656"," 1697","  592"," 1001"," 7123"," 1447"," 2506"," 1470"," 2184","  409","   34"," 4118"," 1038","   30"
"385",2016-07-18,"13782"," 1174","  425"," 7139"," 2154"," 1850","  122","   88","   22"," 4615"," 3451","   53","    7","  640"," 2881","  704"," 1218"," 6384"," 1252"," 2776"," 1518"," 3944","  666","   45"," 7267"," 1440","   23"
"386",2016-07-19,"12621"," 1129","  489"," 6489"," 2029"," 1863","  103","   85","   18"," 4315"," 3295","   13","    7","  682"," 2109","  604"," 1168"," 5908"," 1215"," 2514"," 1325"," 1995","  341","   25"," 4302","  988","   40"
"387",2016-07-20,"13263"," 1169","  522"," 6848"," 1960"," 1907","  106","   73","   23"," 4427"," 3376","   18","    8","  702"," 1607","  523"," 1029"," 6144"," 1366"," 2635"," 1581"," 1614","  301","   15"," 3378","  860","   10"
"388",2016-07-21,"13258"," 1212","  513"," 6637"," 2032"," 1995","  192","   79","   17"," 4338"," 3439","   13","   11","  742"," 1682","  534"," 1169"," 6358"," 1344"," 3162"," 1949"," 1640","  321","   36"," 3467","  893","   14"
"389",2016-07-22,"13794"," 1235","  522"," 7183"," 2189"," 2053","  114","   89","   26"," 4894"," 3759","   16","    2","  773"," 1417","  474"," 1305"," 6323"," 1501"," 3329"," 1983"," 1557","  291","   38"," 3131","  802","   16"
"390",2016-07-23,"13846"," 1450","  521"," 6789"," 2318"," 3090","  149","   79","   23"," 5054"," 3992","   14","    8"," 1563"," 1423","  510"," 1015"," 6682"," 1610"," 2478"," 1415"," 2212","  353","   21"," 3837","  914","    9"
